Store_Name,lng,lat,Address,Address Line #2,City,State,Zip5,Zip4,County
"Hess 21327",-70.950005,41.63562,"929 Kempton St","","New Bedford","MA","02740","1519","BRISTOL"
"Hess 21324",-70.716103,42.093273,"2139 Ocean St","","Marshfield","MA","02050","3149","PLYMOUTH"
"Hess 21318",-70.853577,42.042747,"318 Main St","","Hanson","MA","02341","1949","PLYMOUTH"
"Hess 21308",-71.080536,42.382225,"123 Cambridge St","","Charlestown","MA","02129","1224","SUFFOLK"
"Hess 21245",-70.299194,41.663322,"317 Falmouth Rd","","Hyannis","MA","02601","2756","BARNSTABLE"
"Hess 21243",-70.281273,41.65202,"50 Ocean St","","Hyannis","MA","02601","4006","BARNSTABLE"
"Hess 21242",-70.129028,41.665958,"505 Main St","","Dennis Port","MA","02639","1307","BARNSTABLE"
"Hess 21234",-70.287842,41.652534,"149 North St","","Hyannis","MA","02601","3807","BARNSTABLE"
"Hess 21226",-71.131088,41.696987,"15 Eastern Ave","","Fall River","MA","02723","2508","BRISTOL"
"A & S Convenience Store",-72.562637,42.092525,"276 Oakland St","","Springfield","MA","01108","1320","HAMPDEN"
"San Miguel Grocery",-71.816635,42.247295,"103 Canterbury St","","Worcester","MA","01603","2834","WORCESTER"
"7-Eleven Store 33568",-71.045975,42.335644,"473 W Broadway","","Boston","MA","02127","2218","SUFFOLK"
"Neponset Foods Convenience Store",-71.050896,42.292995,"165 Neponset Ave","","Dorchester","MA","02122","3343","SUFFOLK"
"Salem Farmers Market",-70.906372,42.511204,"Main Street","","Salem","MA","01970","","ESSEX"
"CVS 1182",-70.801331,42.220661,"790 Chief Justice Cushing Hwy","Ste 1","Cohasset","MA","02025","2143","NORFOLK"
"CVS 1945",-70.820473,42.114296,"207 Rockland St","","Hanover","MA","02339","2222","PLYMOUTH"
"CVS 1953",-70.890686,42.241493,"86 South St","","Hingham","MA","02043","2422","PLYMOUTH"
"Hathaway Irving",-70.955177,41.656704,"380 Hathaway Rd","","New Bedford","MA","02740","1912","BRISTOL"
"Dollar Tree 3866",-70.956024,42.204353,"126 Main St","","Weymouth","MA","02188","2811","NORFOLK"
"Dollar Tree 4318",-70.122215,41.668839,"714 Main St","","Dennis Port","MA","02639","1423","BARNSTABLE"
"Tedeschi Food Shop 335",-70.955353,42.169201,"1039 Main St","","South Weymouth","MA","02190","1525","NORFOLK"
"Dennes Market",-71.038727,42.39024,"216A Broadway","","Chelsea","MA","02150","2738","SUFFOLK"
"Tuesday Market, Northampton (Farmers Market)",-72.627586,42.316059,"Next to City Parking Garage","","Northampton","MA","01060","","HAMPSHIRE"
"Quick Mart",-70.219528,41.684177,"182 Old Townhouse Rd Ste B","","South Yarmouth","MA","02664","","BARNSTABLE"
"Sunrise & Sunset Mini Mart",-71.788368,42.24651,"48 Granite St","","Worcester","MA","01604","5317","WORCESTER"
"Low Price Grocery",-71.031898,42.393986,"571 Broadway","","Chelsea","MA","02150","2999","SUFFOLK"
"Rite Aid 10091",-72.072746,42.097839,"182 Main St","","Sturbridge","MA","01566","1292","WORCESTER"
"Sunnys Convenience",-71.154594,41.709473,"562 N Main St","","Fall River","MA","02720","3515","BRISTOL"
"Rite Aid 10194",-70.200768,41.716148,"918 Main St","6A","Yarmouth Port","MA","02675","","BARNSTABLE"
"Salisbury Mini Mart Inc 0101",-70.894836,42.844234,"192 Elm St","","Salisbury","MA","01952","1805","ESSEX"
"Olympia Market",-70.991684,42.397999,"5 Atlantic Ave","","Revere","MA","02151","5401","SUFFOLK"
"Hess 21512",-71.04026,42.430344,"214 Broadway","","Malden","MA","02148","4524","MIDDLESEX"
"Hess 21222",-72.329376,42.156982,"1411 Main St","","Palmer","MA","01069","1216","HAMPDEN"
"Hess 21244",-70.241524,41.650524,"441 Route 28","","West Yarmouth","MA","02673","4844","BARNSTABLE"
"Sunoco 7299",-71.115227,42.771706,"790 River St","","Haverhill","MA","01832","3612","ESSEX"
"Route 12 Shell 04003",-71.849808,42.188396,"611 Southbridge St","","Auburn","MA","01501","1947","WORCESTER"
"Route 20 Shell 04036",-71.81884,42.198269,"310 Washington St","","Auburn","MA","01501","3238","WORCESTER"
"Laney's Variety",-71.971176,42.252846,"353 E Main St","","Spencer","MA","01562","","WORCESTER"
"Hess 21305",-71.066696,42.059338,"1234 Belmont St","","Brockton","MA","02301","4402","PLYMOUTH"
"Sunoco 7521",-71.137161,42.730213,"119 Merrimack St","","Methuen","MA","01844","6113","ESSEX"
"Sunoco 7523",-71.20118,42.727341,"150 Pelham St","","Methuen","MA","01844","1565","ESSEX"
"Hess 21329",-71.470734,42.114033,"199 Hartford Ave","","Bellingham","MA","02019","3001","NORFOLK"
"Hess 21323",-71.499237,42.350819,"770 Boston Post Rd E","","Marlborough","MA","01752","3703","MIDDLESEX"
"Hess Express 21320",-71.844116,42.342045,"770 Main St","","Holden","MA","01520","1858","WORCESTER"
"Hess 21314",-71.385696,42.080448,"251 E Central St","","Franklin","MA","02038","1317","NORFOLK"
"Hess 21301",-71.430283,42.247414,"196 Pond St","","Ashland","MA","01721","2048","MIDDLESEX"
"Hess Express 21508",-71.743355,42.539036,"482 Main St","","Leominster","MA","01453","2939","WORCESTER"
"HUBBARDSTON MARKET",-72.009651,42.477688,"32 Main St","","HUBBARDSTON","MA","01452","","WORCESTER"
"Shewsbury Shell 04021",-71.740105,42.275566,"271 Boston Tpke","","Shrewsbury","MA","01545","2634","WORCESTER"
"Hong Kong Supermarket of Allston, LLC 1",-71.125381,42.352219,"1 Brighton Ave.","","Allston","MA","02134","","SUFFOLK"
"Hong Kong Supermarket of Malden LLC 3",-71.075409,42.420856,"188 Commercial St","","Malden","MA","02148","6709","MIDDLESEX"
"BJ's Wholesale Club 353",-71.013748,42.232372,"200 Crown Colony Dr","","Quincy","MA","02169","0959","NORFOLK"
"Bowdoin Food Corp",-71.067711,42.305584,"217 Bowdoin St","","Dorchester","MA","02122","1809","SUFFOLK"
"Rochelle's Convenience store",-71.318825,41.813511,"2 Olney St","","Seekonk","MA","02771","3237","BRISTOL"
"Route 20 Convenience Store",-71.530113,42.352043,"2 Boston Post Rd E","","Marlborough","MA","01752","3547","MIDDLESEX"
"Quality Mart Inc",-71.089577,42.350834,"21 Massachusetts Ave","","Boston","MA","02115","1303","SUFFOLK"
"E Cecchi Farms DF",-72.667816,42.068611,"1131 Springfield St","","Feeding Hills","MA","01030","2114","HAMPDEN"
"Tedeschi Food Shops 363",-70.853874,42.04245,"12 Monponsett St","","Hanson","MA","02341","2009","PLYMOUTH"
"Andrew Square Convenience Store",-71.056107,42.330006,"390A Dorchester St","","Boston","MA","02127","2759","SUFFOLK"
"Carolina Convenience Store",-71.156502,42.723167,"462 Prospect St","","Methuen","MA","01844","5320","ESSEX"
"Hess 21346",-71.820786,42.261253,"321 Park Ave","","Worcester","MA","01610","1022","WORCESTER"
"Carrolls Market",-72.493645,42.578197,"33 E Main St","","Millers Falls","MA","01349","1398","FRANKLIN"
"7-Eleven 32454E",-71.165718,42.350292,"584 Washington St","","Brighton","MA","02135","2546","SUFFOLK"
"Grove Hall Farmers Market/Project Right Inc",-71.082939,42.308994,"461 Blue Hill Ave","","Dorchester","MA","02121","4301","SUFFOLK"
"Walmart Supercenter 4387",-71.789207,42.233116,"25 Tobias Boland Way","","Worcester","MA","01607","2103","WORCESTER"
"A & P Spinners Market & Liquor LLC",-71.487007,42.580647,"2 W Prescott St","","Westford","MA","01886","2353","MIDDLESEX"
"Walgreens 12323",-71.451004,42.432709,"21 Main St","","Maynard","MA","01754","2505","MIDDLESEX"
"Sunny Corner",-70.890739,42.505329,"335 Lafayette St","","Salem","MA","01970","5420","ESSEX"
"Hong Long Ginseng LLC",-71.025764,42.273308,"28A Billings Rd","","Quincy","MA","02171","2404","NORFOLK"
"Three Rivers farmers Market/Chamber of Commerce",-72.359261,42.181995,"2150 Main St","Hryniewicz Park","Three Rivers","MA","01080","1119","HAMPDEN"
"Greenfield Farmers Market",-72.600525,42.587204,"Court Square","","Greenfield","MA","01301","","FRANKLIN"
"Webster Square Mobil",-71.833115,42.245659,"10 Mill St","","Worcester","MA","01603","2074","WORCESTER"
"Mattapan Farmers Market",-71.094765,42.26725,"525 River St","","Mattapan","MA","02126","3096","SUFFOLK"
"Next Barn Over LLC DF",-72.577232,42.328747,"15 Lawrence Plain Rd","","Hadley","MA","01035","9721","HAMPSHIRE"
"Paulines Variety",-71.589378,42.559898,"67 Main St","","Ayer","MA","01432","1338","MIDDLESEX"
"Corner Store",-71.450264,42.42942,"49 Walnut St","","Maynard","MA","01754","1757","MIDDLESEX"
"Dracut Center Convenience",-71.304237,42.670509,"1388 Bridge St","","Dracut","MA","01826","3904","MIDDLESEX"
"Frederick Douglass Market FM",-71.084496,42.33672,"Tremont St","Frederick Douglas Peace Park","Roxbury Crossing","MA","02120","2273","SUFFOLK"
"Mobil On The Run 11702",-71.057945,42.063656,"1012 Belmont St","","Brockton","MA","02301","5582","PLYMOUTH"
"Jennys Convenience Store",-70.953697,42.469666,"78 Henry Ave","","Lynn","MA","01902","3768","ESSEX"
"Tedeschi Food Shop 482",-71.115509,42.309734,"783 Centre St","","Jamaica Plain","MA","02130","2557","SUFFOLK"
"Richdale Of Marblehead",-70.865662,42.493114,"29 Smith St","","Marblehead","MA","01945","2051","ESSEX"
"Boston Medical Center Farmers Market",-71.074722,42.335182,"850 Harrison Ave","Menion Pavilion","Boston","MA","02118","2905","SUFFOLK"
"Millennium Store Inc",-71.083939,42.30724,"496A Blue Hill Ave","","Dorchester","MA","02121","3202","SUFFOLK"
"Tedeschi Food Shop 389",-70.496689,41.762501,"111 Route 6A","","Sandwich","MA","02563","2017","BARNSTABLE"
"Tedeschi Food Shop 329",-70.664124,41.956108,"15 Main Street Ext","Ste 1","Plymouth","MA","02360","3383","PLYMOUTH"
"Hernandez Market",-71.146477,42.699711,"47 Loring St","","Lawrence","MA","01843","1823","ESSEX"
"Super Mas",-71.174095,42.702229,"775 Essex St","","Lawrence","MA","01841","4606","ESSEX"
"Huhtala Oak Street Shell",-71.998589,42.576214,"4 Oak St","","Gardner","MA","01440","3826","WORCESTER"
"Familia Grocery",-71.157158,42.26144,"243 Grove St","","West Roxbury","MA","02132","4519","SUFFOLK"
"Zee Mart",-72.652565,42.331326,"15 Locust St","","Northampton","MA","01060","2055","HAMPSHIRE"
"Kylers Catch",-70.920212,41.654003,"2 Washburn St","","New Bedford","MA","02740","7336","BRISTOL"
"Plantation St Shell",-71.762939,42.302006,"747 Plantation St","","Worcester","MA","01605","2039","WORCESTER"
"Merengue Market",-70.934219,42.471973,"197 Essex St","","Lynn","MA","01902","1742","ESSEX"
"C & S Convenience Store",-71.756317,42.534313,"67 N Main St","","Leominster","MA","01453","5507","WORCESTER"
"Star Variety",-71.104477,42.365147,"4 Central Sq","","Cambridge","MA","02139","3311","MIDDLESEX"
"Village Pantry",-70.617073,41.637375,"372 N Falmouth Hwy","","North Falmouth","MA","02556","2801","BARNSTABLE"
"Hess 21221",-71.192001,41.74353,"35 Gar Hwy","","Swansea","MA","02777","3214","BRISTOL"
"Hess Express 21233",-71.33329,41.799461,"1 Progress St","","Seekonk","MA","02771","5809","BRISTOL"
"Hess 21336",-71.147789,41.740856,"516 County St","","Somerset","MA","02726","4204","BRISTOL"
"Hess 21338",-71.212563,41.750469,"800 Gar Hwy","","Swansea","MA","02777","4590","BRISTOL"
"Meldrums Package Store",-72.520973,42.145592,"969 Berkshire Ave","","Indian Orchard","MA","01151","1309","HAMPDEN"
"Northampton Farmers Market",-72.627586,42.316059,"Gothic","","Northampton","MA","01060","","HAMPSHIRE"
"Cape Codder Seafood Market",-70.224258,41.648933,"679 Route 28","","West Yarmouth","MA","02673","5102","BARNSTABLE"
"Public Petroleum",-72.348206,42.186005,"2394 Main St","","Three Rivers","MA","01080","1150","HAMPDEN"
"Guatelinda Bakery",-71.281494,41.944218,"3 Union St","","Attleboro","MA","02703","2910","BRISTOL"
"Podhale Deli",-71.104538,42.124634,"2 Canton St","Ste 113","Stoughton","MA","02072","2877","NORFOLK"
"Convenience Plus",-71.073448,42.336361,"787 Harrison Ave","","Boston","MA","02118","2311","SUFFOLK"
"Fru Veg Farm",-72.629578,42.212399,"1500 Northampton St","Ste B","Holyoke","MA","01040","1957","HAMPDEN"
"Walgreens 13005",-71.389771,42.080692,"160 E Central St","Ste 1","Franklin","MA","02038","1400","NORFOLK"
"Park Avenue Market",-71.119225,42.278793,"631 Hyde Park Ave","","Roslindale","MA","02131","4306","SUFFOLK"
"Schermerhorns Seafood",-72.638885,42.191044,"224 Westfield Rd","","Holyoke","MA","01040","1614","HAMPDEN"
"BJ's Wholesale Club 205",-71.214661,42.370724,"66 Seyon St","","Waltham","MA","02453","8336","MIDDLESEX"
"Boston Public Market Farmers Market",-71.059311,42.359249,"1 City Hall Plz","","Boston","MA","02108","","SUFFOLK"
"D & S Market 2",-70.937675,41.636684,"478 Kempton St","","New Bedford","MA","02740","3841","BRISTOL"
"Dollar Tree 4349",-73.345367,42.211067,"346 Stockbridge Rd","","Great Barrington","MA","01230","1235","BERKSHIRE"
"Dedham Farmers Market",-71.176849,42.246563,"Corner High St & Eastern Ave","","Dedham","MA","02026","","NORFOLK"
"Kay 2 Market",-71.103752,42.396435,"516C Medford St","","Somerville","MA","02145","2657","MIDDLESEX"
"Kalinka",-70.942276,42.463299,"71 Exchange St","","Lynn","MA","01901","1415","ESSEX"
"Hagers Farm Market LLC DF",-72.669189,42.611595,"1232 Mohawk Trl","","Shelburne Falls","MA","01370","9301","FRANKLIN"
"Country Farms",-70.618973,41.693253,"365 Barlows Landing Rd","","Pocasset","MA","02559","1970","BARNSTABLE"
"Zam Zam Meat & Grocery LLC",-71.197021,42.169785,"1275 Boston Providence Hwy","","Norwood","MA","02062","","NORFOLK"
"Family Produce &  Market",-72.336098,42.1875,"54 Commercial Street","","Thorndike","MA","01079","1231","HAMPDEN"
"Bowdoin Geneva Farmers Market",-71.067642,42.305805,"230 Bowdoin St","","Dorchester","MA","02122","1817","SUFFOLK"
"Ayer Gulf",-71.590431,42.561211,"20 Park St","","Ayer","MA","01432","1121","MIDDLESEX"
"Costa's Cash Express 1",-70.919281,41.61441,"194 Cove Rd","","New Bedford","MA","02744","1608","BRISTOL"
"Costa's Cash Express 2",-70.926613,41.634148,"211 Union St","","New Bedford","MA","02740","5941","BRISTOL"
"Fazio Mobil",-71.027603,42.379578,"396 Chelsea St","","Boston","MA","02128","1481","SUFFOLK"
"Fazio Mobil",-71.079071,42.412289,"273 Middlesex Ave","","Medford","MA","02155","5056","MIDDLESEX"
"Dollar Plus Home Decor",-72.60582,42.208828,"116 High St","","Holyoke","MA","01040","6503","HAMPDEN"
"S & S Food Mart",-72.336525,42.1604,"1520 N Main St","","Palmer","MA","01069","1215","HAMPDEN"
"Broadway Convenient Mart",-71.009575,42.41449,"632 Broadway","","Revere","MA","02151","3006","SUFFOLK"
"Carver Gas & Convenience Store",-70.746674,41.840626,"249 Tremont St","","Carver","MA","02330","1717","PLYMOUTH"
"Carribean Market",-71.071678,42.292027,"558 Washington St","","Dorchester Center","MA","02124","2040","SUFFOLK"
"Shelburne Falls Farmers Market",-72.737305,42.607086,"53 Main St","","Shelburne Falls","MA","01370","1130","FRANKLIN"
"Lucky Corner Store",-70.930115,41.626446,"251 Orchard St","","New Bedford","MA","02740","3272","BRISTOL"
"Garden City Market",-72.607635,42.478115,"55C N Main St","","South Deerfield","MA","01373","1012","FRANKLIN"
"WALGREENS  03016",-71.082535,42.316864,"416 Warren St","","Roxbury","MA","02119","1831","SUFFOLK"
"WALGREENS  03135",-71.086922,42.281487,"825 Morton St","","Mattapan","MA","02126","1850","SUFFOLK"
"Tedeschi Food Shop 341",-71.069084,42.248848,"590 Randolph Ave","","Milton","MA","02186","4524","NORFOLK"
"Quick Mart",-70.910522,41.605785,"464 Brock Ave","","New Bedford","MA","02744","1432","BRISTOL"
"EMMANUEL MARKET",-71.163055,42.716637,"99 Park St","","Lawrence","MA","01841","1742","ESSEX"
"Joe's South Street Variety",-71.798386,42.573273,"288 South St","","Fitchburg","MA","01420","7907","WORCESTER"
"Ming Yu Seafood",-71.060585,42.350986,"10A Tyler St","","Boston","MA","02111","1904","SUFFOLK"
"New Bombay Market",-71.099022,42.381081,"359 Somerville Ave","","Somerville","MA","02143","2914","MIDDLESEX"
"Braintree Market & Deli",-70.985992,42.1894,"978 Liberty St","","Braintree","MA","02184","7338","NORFOLK"
"7-Eleven 34426A",-71.796371,42.235176,"2 Blackstone River Rd","","Worcester","MA","01607","1376","WORCESTER"
"Four (4) Your Convenience",-70.921417,42.523483,"150 Main St","Ste 1","Peabody","MA","01960","5653","ESSEX"
"Hyde Park Farmers Market",-71.121696,42.255993,"1196 River St","","Hyde Park","MA","02136","2999","SUFFOLK"
"Union Street Market",-71.041443,42.404713,"132 Union St","","Everett","MA","02149","4801","MIDDLESEX"
"Cape Ann Farmers Market",-70.659355,42.612045,"23 Harbor Loop","","Gloucester","MA","01930","5004","ESSEX"
"J J Mini Mart",-72.588554,42.10569,"468 Bridge St","","Springfield","MA","01103","1532","HAMPDEN"
"Stop & Save",-70.993835,42.080654,"635 Crescent Ave","","Brockton","MA","02301","","PLYMOUTH"
"Laskers Variety",-71.072647,42.345715,"67 Appleton St","","Boston","MA","02116","6213","SUFFOLK"
"Bethania Fish And Meat Market Inc",-72.605606,42.113899,"2595 Main St","","Springfield","MA","01107","1912","HAMPDEN"
"Cleveland Circle Convenience",-71.151489,42.336575,"358 Chestnut Hill Ave","Ste 1","Brighton","MA","02135","7782","SUFFOLK"
"7-Eleven 34392A",-70.890579,42.556404,"246 Elliott St","","Beverly","MA","01915","2419","ESSEX"
"CVS Pharmacy 1217",-71.07695,42.350258,"587 Boylston St","","Boston","MA","02116","3601","SUFFOLK"
"CVS Pharmacy 1253",-70.491478,41.618164,"38 Nathan Ellis Hwy","","Mashpee","MA","02649","6399","BARNSTABLE"
"PJ Variety",-71.301781,42.64447,"195 E Merrimack St","","Lowell","MA","01852","2464","MIDDLESEX"
"CVS Pharmacy 7140",-71.083969,41.660664,"599 State Rd","","Westport","MA","02790","2819","BRISTOL"
"CVS Pharmacy 8988",-71.061447,42.355915,"29 Winter St","","Boston","MA","02108","4799","SUFFOLK"
"Tedeschi Food Shops 128",-71.118797,42.252243,"695 Truman Hwy","Ste 1","Hyde Park","MA","02136","3552","SUFFOLK"
"Vecino Meat Market",-70.94075,42.467373,"114 Union St","","Lynn","MA","01902","3604","ESSEX"
"Honey Farms 56",-71.364571,42.320465,"114 Main St","","Wayland","MA","01778","4919","MIDDLESEX"
"Honey Farms 37",-71.764702,42.431763,"205 Worcester Rd","","Sterling","MA","01564","1469","WORCESTER"
"Honey Farms 90",-71.839172,42.053459,"188 Gore Rd","","Webster","MA","01570","6814","WORCESTER"
"Market Dunya",-71.045784,42.434216,"35 Lebanon St","","Malden","MA","02148","3114","MIDDLESEX"
"M&M Mini Mart",-72.621376,42.213337,"869 Hampden St","","Holyoke","MA","01040","2408","HAMPDEN"
"Bernats Polish Meat Products & Deli",-72.61377,42.162361,"895 Meadow St","","Chicopee","MA","01013","1874","HAMPDEN"
"Townhouse News",-70.191368,41.687183,"182D Old Townhouse Rd","","South Yarmouth","MA","02664","","BARNSTABLE"
"7-Eleven 34430A",-71.612694,42.269306,"2 South St","","Westborough","MA","01581","1619","WORCESTER"
"7-Eleven 34378A",-71.802864,42.261894,"507 Main St","","Worcester","MA","01608","","WORCESTER"
"Tedeschi Food Shop 356",-70.957809,42.208397,"425 Washington St","","Weymouth","MA","02188","2929","NORFOLK"
"Sister Grocery Store II",-71.077606,42.321121,"109 Blue Hill Ave","","Roxbury","MA","02119","2136","SUFFOLK"
"Cultural Market",-73.235817,42.443451,"210 Elm St","","Pittsfield","MA","01201","6551","BERKSHIRE"
"Hess Express 21306",-71.066406,42.099339,"296 N Pearl St","","Brockton","MA","02301","1712","PLYMOUTH"
"Walgreens 10685",-71.325104,42.118198,"3 Liberty Ln","","Norfolk","MA","02056","1499","NORFOLK"
"Sabrosura Supermarket",-72.610817,42.203888,"439 High St","","Holyoke","MA","01040","4905","HAMPDEN"
"Prattville Mart",-71.035164,42.40546,"383 Washington Ave","","Chelsea","MA","02150","3601","SUFFOLK"
